id	text
en-PH_425	What is the most famous government building in Philippines?
en-PH_426	What is the most popular music genre among the younger population in Philippines?
en-PH_427	What time do secondary students in Philippines typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-PH_428	At what age do people in Philippines typically go to university? (Provide Arabic numerals (e.g., 12) only.)
en-PH_429	From what age do people need to attend compulsory education in Philippines? (Provide Arabic numerals (e.g., 12) only.)
en-PH_430	How many days a week do children attend school in Philippines? (Provide Arabic numerals (0~7) only.)
en-PH_431	In Philippines, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)
en-PH_432	What is the top university in Philippines? (Provide the official name.)
en-PH_433	At what age do most people in Philippines graduate from university? (Provide Arabic numerals (e.g., 12) only.)
en-PH_434	At what age do children in Philippines generally start secondary school? (Provide Arabic numerals (e.g., 12) only.)
en-PH_435	How many hours a week does a full-time worker in Philippines typically work? (Provide Arabic numerals (e.g., 12) only.)
en-PH_436	How many days a week does a full-time worker work in Philippines? (Provide Arabic numerals (0~7) only.)
en-PH_437	At what age do most people start working in Philippines? (Provide Arabic numerals (e.g., 12) only.)
en-PH_438	From what age is an individual allowed to work in Philippines? (Provide Arabic numerals (e.g., 12) only.)
en-PH_439	What do people in Philippines traditionally eat on Christmas Day?
en-PH_440	What is the name of the day of the year where people in Philippines celebrate love and romance?
en-PH_441	What is the most popular Christmas song in Philippines?
en-PH_442	How many terms are there each academic year at secondary schools in Philippines? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-PH_443	In which month does the new school year typically begin in Philippines? (Provide Arabic numerals (1~12) only.)
en-PH_444	When is National Teacher's Day commemorated in Philippines? (Provide in MM/DD format (e.g., 12/31).)
en-PH_445	At what time does primary school start in Philippines? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-PH_446	When is Children's Day celebrated in Philippines? (Provide in MM/DD format (e.g., 12/31).)
en-PH_447	Which city is the main destination for job seekers in Philippines?
en-PH_448	What is Philippines's most popular fast food chain?
en-PH_449	What is the food that is most divisive (either love or hate) in Philippines?
en-PH_450	What is the most popular football team among the people from Philippines?
en-PH_451	What is the most famous university in Philippines known for its sports team?
en-PH_452	What is Philippines's most popular family pet?
en-PH_453	What is the most popular family TV show in Philippines?
en-PH_454	What is the most popular family boardgame in Philippines?
en-PH_455	What is the most popular takeaway food in Philippines?
en-PH_456	What are popular snacks in Philippines?
en-PH_457	What do people from Philippines eat at the beach?
en-PH_458	At what age do men usually get married in Philippines? (Provide Arabic numerals (e.g., 20) only.)
en-PH_459	At what age do women usually get married in Philippines? (Provide Arabic numerals (e.g., 20) only.)
en-PH_460	In your parents' generation, what was the average number of members in their family in Philippines? (Provide Arabic numerals (e.g., 20) only.)
en-PH_461	In the Olympic Games, which sport is the most popular in Philippines?
en-PH_462	Where do children usually play football in Philippines?
en-PH_463	Which daily exercise is popular among women in Philippines?
en-PH_464	Which daily exercise is popular among men in Philippines?
en-PH_465	What is the most famous rivalry in a national sports league in Philippines? (e.g., ___ vs ___)
en-PH_466	Which professional sport is the highest paying in Philippines?
en-PH_467	What is/was the most popular sports-related TV programme in Philippines?
en-PH_468	What day of the year is usually dedicated to fireworks in Philippines?
en-PH_469	What is the common symbol of New Year's Eve that is usually found in Philippines?
en-PH_470	What food do people from Philippines usually eat on New Year's Eve?
en-PH_471	What is usually eaten during the celebration of the longest night of the year in Philippines?
en-PH_472	What is the most popular summer sport in Philippines?
en-PH_473	What is the most popular professional sports league in Philippines?
en-PH_474	What is the most popular women's sports team in Philippines?
en-PH_475	What is the most popular tournament in Philippines?
en-PH_476	Who is the most popular sportperson in Philippines?
en-PH_477	In which sport has Philippines been most successful in international competitions?
en-PH_478	What is the most popular winter sport in Philippines?
en-PH_479	What is a city or region in Philippines known for manufacturing industry?
en-PH_480	What is regarded as the most important perk typically offered to employees in Philippines?
en-PH_481	What was the most catastrophic economic period for Philippines?
en-PH_482	What region in Philippines is a major hub for tech workers and start ups?
en-PH_483	What is the most important industry in Philippines?
en-PH_484	Which one of the daily meals is commonly shared with family members in Philippines? (e.g., breakfast, lunch, dinner)
en-PH_485	What is a popular family activity to do at the weekend with children in Philippines?
en-PH_486	At what age do children typically become independent from their parents in Philippines? (Provide Arabic numerals (e.g., 12) only.)
en-PH_487	What is the most important family holiday in Philippines?
en-PH_488	What is a popular family game in Philippines?
en-PH_489	What is the average age for couples to have their first child in Philippines? (Provide Arabic numerals (e.g., 20) only.)
en-PH_490	How many cars are owned by a typical family in Philippines? (Provide Arabic numerals (e.g., 12) only.)
en-PH_491	What is Philippines's most popular food for family meals on weekends?
en-PH_492	What is the most popular weekday evening family activity in Philippines?
en-PH_493	What is the highest grade given to top-achieving secondary school students on assignments and exams in Philippines?
en-PH_494	What is considered the most important exam for secondary school students in Philippines?
en-PH_495	Which subject is considered the most important for students in Philippines?
en-PH_496	What is the most popular extracurricular social event at schools in Philippines?
en-PH_497	What is the most advanced maths subject learned before university in Philippines?
en-PH_498	Where do university students in Philippines usually go to study for their final exams?
en-PH_499	What is a common public transport that people use to go to university in Philippines?
en-PH_500	What do primary school students in Philippines usually do after school?
en-LK_001	What is a common snack for nursery kids in Sri Lanka?
en-LK_002	What is a popular food to go with beer in Sri Lanka?
en-LK_003	What is the most popular fruit in Sri Lanka?
en-LK_004	What is a common school cafeteria food in Sri Lanka?
en-LK_005	What are the most commonly eaten snacks at shopping malls in Sri Lanka?
en-LK_006	What is a popular snack at an amusement park in Sri Lanka?
en-LK_007	At what age do kids start nursery in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_008	What is a popular afterschool sport for primary schools in Sri Lanka?
en-LK_009	For which subject do primary school students get private education in Sri Lanka?
en-LK_010	What is a popular second language for secondary school students in Sri Lanka?
en-LK_011	Which subject is the most important for gifted education in Sri Lanka?
en-LK_012	What is the main dish for Thanksgiving in Sri Lanka?
en-LK_013	What do people do to celebrate Halloween in Sri Lanka?
en-LK_014	What do people do to celebrate New Year's Day in Sri Lanka?
en-LK_015	What do people do to celebrate Christmas in Sri Lanka?
en-LK_016	What food is associated with Halloween in Sri Lanka?
en-LK_017	What food is associated with Christmas in Sri Lanka?
en-LK_018	What food is associated with Valentine's day in Sri Lanka?
en-LK_019	What do people eat on their birthday in Sri Lanka?
en-LK_020	What is a popular outdoor place for families to have fun with little kids in Sri Lanka?
en-LK_021	What is a popular indoor activity for families in Sri Lanka?
en-LK_022	Where do university students have lunch in Sri Lanka?
en-LK_023	Which month is the final exam term usually scheduled at secondary schools in Sri Lanka? (Provide Arabic numerals (1~12) only.)
en-LK_024	How many hours a day do students in Sri Lanka usually spend at secondary school? (Provide Arabic numerals in integers (0~24), without any decimal points.)
en-LK_025	How many languages do students study at secondary school in Sri Lanka? (Provide Arabic numerals (e.g., 5) only.)
en-LK_026	What is the most popular sport played in a team at school in Sri Lanka?
en-LK_027	Who is the most popular sports commentator in Sri Lanka?
en-LK_028	What is the most popular sports team in Sri Lanka?
en-LK_029	What are the common places or venues where individuals in Sri Lanka usually gather to watch sports broadcasts?
en-LK_030	How many meals per day do people from Sri Lanka usually have? (Provide Arabic numerals (e.g., 5) only.)
en-LK_031	Which is the most important meal of the day to people from Sri Lanka?
en-LK_032	What is the most common ingredient used in Sri Lanka's diet?
en-LK_033	What do people from Sri Lanka usually eat for dessert?
en-LK_034	Which day of the week do people usually organize a family meal in Sri Lanka?
en-LK_035	Which is the most popular hot drink in Sri Lanka?
en-LK_036	What do young people from Sri Lanka usually drink at the night club?
en-LK_037	In which month do people usually take holidays in Sri Lanka? (Provide Arabic numerals (1~12) only.)
en-LK_038	What tradition is there in Sri Lanka for New Year's Eve?
en-LK_039	Which is the typical type of house for a family in Sri Lanka?
en-LK_040	Where do the dependent elderly usually live in Sri Lanka?
en-LK_041	How long (in weeks) is Sri Lanka's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)
en-LK_042	How long (in weeks) is Sri Lanka's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)
en-LK_043	What type of destination is commonly chosen for a family holiday in Sri Lanka?
en-LK_044	What sports do seniors like the most in Sri Lanka?
en-LK_045	What sports do men like to play the most in Sri Lanka?
en-LK_046	Who is the most famous basketball player in Sri Lanka?
en-LK_047	What is the most popular sports among children in Sri Lanka?
en-LK_048	What sports do women like to play the most in Sri Lanka?
en-LK_049	In which sports event at the olympics has Sri Lanka won the most gold medals?
en-LK_050	What sports do male students in university like to play the most in Sri Lanka?
en-LK_051	How many people are there in a family on average in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_052	How many children do couples usually have in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_053	What is the duration of primary school (in years) in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_054	What is the duration of compulsory education (in years) in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_055	From which age do students start learning their second language in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_056	What is the duration of undergraduate education (in years) in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_057	What time do younger primary school students finish school in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_058	How many musical instruments do primary school students in Sri Lanka typically play? (Provide Arabic numerals (e.g., 12) only.)
en-LK_059	What day of the week do people in Sri Lanka prefer to have company dinners?
en-LK_060	Which region/city has the highest number of financial companies in Sri Lanka?
en-LK_061	What is the most famous private company in Sri Lanka?
en-LK_062	What is the maximum number of hours one can work per week in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_063	What do people typically eat during company get-together in Sri Lanka?
en-LK_064	What is the representative export item of Sri Lanka?
en-LK_065	How long (in hours) is the typical lunch break in Sri Lanka? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)
en-LK_066	Where do mothers stay for a certain period after childbirth for recovery in Sri Lanka?
en-LK_067	What is Sri Lanka's most commonly given flower on Parents' Day?
en-LK_068	What do people especially spend their first salary on in Sri Lanka's society?
en-LK_069	What is the most preferred recreational facility among children in Sri Lanka?
en-LK_070	What are the family-related holidays in Sri Lanka?
en-LK_071	What are the key milestones associated with children's independence from their parents in Sri Lanka's society?
en-LK_072	What is the common gift you give when visiting elderly parents in Sri Lanka?
en-LK_073	When is the first day that people celebrate after a child is born in Sri Lanka?
en-LK_074	Which age's birthday is celebrated the most grandly in Sri Lanka's society?
en-LK_075	Where do secondary school students in Sri Lanka usually study for exams?
en-LK_076	Where do secondary school students in Sri Lanka usually go after dinner?
en-LK_077	How do primary school students in Sri Lanka get to school?
en-LK_078	What is the most common form of private education in Sri Lanka?
en-LK_079	Which subject’s academy/private educational institute do secondary school students most frequently attend in Sri Lanka?
en-LK_080	What type of clothing do secondary school students wear to school in Sri Lanka?
en-LK_081	Which degree is considered the most difficult to gain admission to in Sri Lanka?
en-LK_082	What is the most commonly learned musical instrument by primary school students in Sri Lanka?
en-LK_083	What do secondary school students typically do during break time in schools in Sri Lanka?
en-LK_084	What kind of shoes do students wear in schools in Sri Lanka?
en-LK_085	What are the required subjects in Sri Lanka's university entrance exam?
en-LK_086	Which region (within a city) in Sri Lanka has the highest academic fervour?
en-LK_087	What do people look forward to the most at university festivals in Sri Lanka?
en-LK_088	What is the second most popular sport in Sri Lanka?
en-LK_089	What is the most popular sport played without a ball in Sri Lanka?
en-LK_090	What sports are most associated with the upper class in Sri Lanka?
en-LK_091	What is the most popular water sport in Sri Lanka?
en-LK_092	What is the most popular mental sport in Sri Lanka?
en-LK_093	How many holiday days per year does a standard worker get in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_094	What region in Sri Lanka has been traditionally associated with agriculture?
en-LK_095	What time, if any, do people usually leave work for lunch in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_096	What time do secondary school students tend to leave school in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_097	What sport do primary school students tend to practice at school in Sri Lanka?
en-LK_098	How long (in weeks) are summer holidays at primary schools in Sri Lanka? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-LK_099	How long (in weeks) are summer holidays at universities in Sri Lanka? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-LK_100	At what age does primary education begin in Sri Lanka? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-LK_101	How many languages are studied in primary education besides Sri Lanka's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)
en-LK_102	What eating utensils do people commonly use in Sri Lanka?
en-LK_103	What soft drink do people in Sri Lanka like to have?
en-LK_104	What is the most popular traditional alcohol in Sri Lanka?
en-LK_105	How long (in hours) on average does it take for people in Sri Lanka to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)
en-LK_106	What time do people usually have dinner in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_107	What kind of soup do people from Sri Lanka like to have?
en-LK_108	What street food do people from Sri Lanka like to eat?
en-LK_109	What kind of seafood do people from Sri Lanka like to eat?
en-LK_110	What is the biggest festival in Sri Lanka?
en-LK_111	What is the most commonly used public transport by people when travelling between cites in Sri Lanka?
en-LK_112	What are the specific decorations or symbols associated with the biggest festival in Sri Lanka?
en-LK_113	What sports do women like to watch the most in Sri Lanka?
en-LK_114	What sports do men like to watch the most in Sri Lanka?
en-LK_115	What is the common leisure activity that females in their 20s in Sri Lanka engage in?
en-LK_116	What is the common leisure activity that males in their 20s in Sri Lanka engage in?
en-LK_117	How long (in hours) do people usually take a break after lunch on a weekday in Sri Lanka? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)
en-LK_118	What do people eat for lunch during the working days in Sri Lanka?
en-LK_119	What is the average commute time (in minutes) for people in Sri Lanka? (Provide Arabic numerals (e.g., 1) only.)
en-LK_120	What is the most common transportation that people take to get to work in Sri Lanka?
en-LK_121	How long (in days) is marriage leave in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_122	What is the typical retirement age for women in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_123	What is the typical retirement age for men in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_124	Which profession is the most respected in Sri Lanka?
en-LK_125	What is the duration (in hours) of a typical workday in Sri Lanka? (Provide Arabic numerals (0~24) only.)
en-LK_126	Which occupation is most preferred among females in Sri Lanka?
en-LK_127	Which occupation is most preferred among males in Sri Lanka?
en-LK_128	On average, how far do students typically pursue their education in Sri Lanka? (e.g., primary, secondary school)
en-LK_129	What language is taught in schools in Sri Lanka besides English?
en-LK_130	What days of the week are schools closed in Sri Lanka?
en-LK_131	What food do the hosts usually prepare for the guests in Sri Lanka?
en-LK_132	What is the usual drink consumed during breakfast in Sri Lanka?
en-LK_133	Except the food original from Sri Lanka, which country's food is more popular in Sri Lanka?
en-LK_134	What food is usually prepared for a family picnic in Sri Lanka?
en-LK_135	Which food from Sri Lanka is considered disgusting by the rest of the world?
en-LK_136	What is the name of the popular bread in Sri Lanka?
en-LK_137	What time of day are government offices closed in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_138	What is the normal start time of government offices in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_139	What national holiday has the longest duration in Sri Lanka?
en-LK_140	What are the common activities people from Sri Lanka do to celebrate Independence day?
en-LK_141	What is installed in front of the house when a family member dies in Sri Lanka?
en-LK_142	When is a pregnancy celebration or ceremony usually held in Sri Lanka?
en-LK_143	What event is usually held before a wedding in Sri Lanka?
en-LK_144	What is usually given to children during (Lunar) New Year in Sri Lanka?
en-LK_145	What activities are usually done days before Ramadan in Sri Lanka?
en-LK_146	What is the most popular tourist attraction for foreign visitors in Sri Lanka?
en-LK_147	What is the most popular religious sites (temple, church, etc.) for tourism in Sri Lanka?
en-LK_148	What clothes do women usually wear on graduation ceremony in Sri Lanka?
en-LK_149	What drink is commonly consumed in Sri Lanka when the weather is cold?
en-LK_150	What fruit is more commonly sold and found during Ramadan in Sri Lanka?
en-LK_151	What carbohydrate is usually served with chicken in a fast-food restaurant in Sri Lanka?
en-LK_152	What is the most famous martial art sports in Sri Lanka?
en-LK_153	What sports are often broadcasted on national television in Sri Lanka?
en-LK_154	What sports were popular among people from Sri Lanka during the COVID-19 pandemic?
en-LK_155	Who is the most popular football coach in Sri Lanka?
en-LK_156	What football teams in Sri Lanka are famous for their intense rivalry? (e.g. ___ vs ___)
en-LK_157	What are the names of football supporters in Sri Lanka who are famous for their intense rivalry? (e.g. ___ vs ___)
en-LK_158	Who is the most famous male badminton player in Sri Lanka?
en-LK_159	Who is the most famous female badminton player in Sri Lanka?
en-LK_160	What sport gets the most support from the government in Sri Lanka?
en-LK_161	What sports field facilities are usually available at schools in Sri Lanka?
en-LK_162	What cafe beverage do people from Sri Lanka most commonly enjoy?
en-LK_163	What is the preferred hangover cure food for people from Sri Lanka?
en-LK_164	What is the typical delivery food in Sri Lanka?
en-LK_165	What type of meat is consumed most by people from Sri Lanka?
en-LK_166	What fruit do people from Sri Lanka often eat in the autumn season?
en-LK_167	What side dish is the most commonly served on a dining table in Sri Lanka?
en-LK_168	What do people from Sri Lanka eat while watching a football game?
en-LK_169	What is the representative nourishing food in Sri Lanka?
en-LK_170	Who is the most famous football player in Sri Lanka?
en-LK_171	What sports do male students enjoy during lunch time at school in Sri Lanka?
en-LK_172	What is the most common sport girls participate in during physical education classes in Sri Lanka?
en-LK_173	Who is the most popular volleyball player in Sri Lanka?
en-LK_174	What sports event do people from Sri Lanka passionately support the most in international competitions?
en-LK_175	Which country is considered the biggest rival in football matches for Sri Lanka?
en-LK_176	What type of sports academies do children attend the most in Sri Lanka?
en-LK_177	What is the most commonly eaten food in sports stadiums while watching games in Sri Lanka?
en-LK_178	What are the typical sports played at Sri Lanka's school sports day?
en-LK_179	What are the popular sports among the middle-aged population in Sri Lanka?
en-LK_180	Who is the most popular winter sports player in Sri Lanka?
en-LK_181	Who is the most famous swimmer in Sri Lanka?
en-LK_182	What is the most popular e-sports game in Sri Lanka?
en-LK_183	What symbolic food do people from Sri Lanka eat on (Lunar) New Year?
en-LK_184	What is the most popular domestic vacation spot for people from Sri Lanka?
en-LK_185	What is the most common wedding gift between bride and groom in Sri Lanka?
en-LK_186	What is typically given as a congratulatory gesture when attending a friend's wedding in Sri Lanka?
en-LK_187	How long (in days) does a funeral typically last in Sri Lanka? (Provide Arabic numerals (e.g., 12) only.)
en-LK_188	What should you prepare as a condolence offering when attending a funeral in Sri Lanka?
en-LK_189	What type of food is commonly provided at funeral parlors in Sri Lanka?
en-LK_190	What do people do in Sri Lanka in the morning of the (Lunar) New Year?
en-LK_191	When is the day with Sri Lanka's most severe nationwide traffic congestion?
en-LK_192	What is the most popular honeymoon destination in Sri Lanka?
en-LK_193	What is the most important national holiday in Sri Lanka?
en-LK_194	What do people from Sri Lanka eat during Ramadan?
en-LK_195	What do people from Sri Lanka eat during Eid ul Fitr?
en-LK_196	What do people from Sri Lanka eat during Eid ul Adha?
en-LK_197	Where do people from Sri Lanka go to celebrate New Year's Day?
en-LK_198	Where do a family gather for Eid festivities in Sri Lanka?
en-LK_199	When is the weekend in Sri Lanka (e.g. Monday, Tuesday)?
en-LK_200	At what time do most people start work in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_201	At what time do most people finish work in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_202	What is considered to be a secure job in Sri Lanka?
en-LK_203	Which city is the primary commercial hub in Sri Lanka?
en-LK_204	What is the industry that pays the best in Sri Lanka?
en-LK_205	What is the most famous public corporation in Sri Lanka?
en-LK_206	What is the most famous dish in Sri Lanka?
en-LK_207	What do people usually have for breakfast in Sri Lanka?
en-LK_208	When do people usually have lunch in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_209	What is typically indispensable in meals in Sri Lanka?
en-LK_210	What is a typical festive meal in Sri Lanka?
en-LK_211	Which fruit do people usually offer tourists/visitors from abroad in Sri Lanka?
en-LK_212	Which food do people usually offer as charity in Sri Lanka?
en-LK_213	What is the cheapest fast food in Sri Lanka?
en-LK_214	What do people usually have with tea in Sri Lanka?
en-LK_215	What do people have with coffee in Sri Lanka?
en-LK_216	What is the most popular traditional food in Sri Lanka?
en-LK_217	What is the most popular dipping sauce in Sri Lanka?
en-LK_218	What food is most often consumed during Christian fasting in Sri Lanka?
en-LK_219	What food is usually prepared when mothers give birth in Sri Lanka?
en-LK_220	Who is the most popular female sportperson in Sri Lanka?
en-LK_221	Where do most primary school students prepare for their exams in Sri Lanka?
en-LK_222	In Sri Lanka, at which grade level do students take their first national-level examination?
en-LK_223	Which region in Sri Lanka is widely known for its coffee/tea industry?
en-LK_224	Which region in Sri Lanka is widely known for its livestock industry?
en-LK_225	What is the main occupation of people living in deserts in Sri Lanka?
en-LK_226	Which animal is typically used for transportation in Sri Lanka?
en-LK_227	What is the most popular comic book for children to read in Sri Lanka?
en-LK_228	What is the most popular YouTube channel for children in Sri Lanka?
en-LK_229	What is the most popular talk show in Sri Lanka?
en-LK_230	What is the most famous religious holiday in Sri Lanka?
en-LK_231	What is the busiest month for weddings in Sri Lanka? (Provide Arabic numerals (e.g., 1) only.)
en-LK_232	What is the most popular traditional musical instrument in Sri Lanka?
en-LK_233	What is the main agricultural product produced in Sri Lanka?
en-LK_234	What is the most popular wheat-based food item in Sri Lanka?
en-LK_235	What is the most typical drink offered to guests when they visit households in Sri Lanka?
en-LK_236	What is the most popular dish cooked with fish in Sri Lanka?
en-LK_237	What food do people from Sri Lanka like to eat during rainy weather?
en-LK_238	What drink is commonly consumed in Sri Lanka when the weather is hot?
en-LK_239	What is the most popular indoor sport in Sri Lanka?
en-LK_240	What sport do men in Sri Lanka like to watch?
en-LK_241	What sport do women in Sri Lanka like to watch?
en-LK_242	What is the most popular beverage that people from Sri Lanka like to drink in their workplace?
en-LK_243	On which holiday do all family members tend to reunite in Sri Lanka?
en-LK_244	What traditional games do families play during traditional holidays in Sri Lanka?
en-LK_245	What type of clothing do people from Sri Lanka wear during traditional festivals?
en-LK_246	What traditional festival accessories do people from Sri Lanka wear?
en-LK_247	What is the most famous region for alcohol production in Sri Lanka?
en-LK_248	What fruit do people from Sri Lanka often eat in the summer season?
en-LK_249	Which region in Sri Lanka is known for its seafood?
en-LK_250	Which region in Sri Lanka is the most popular skiing destination?
en-LK_251	Who is the most popular martial arts player in Sri Lanka?
en-LK_252	Which sport has been one of the fastest-growing in Sri Lanka over the last decade?
en-LK_253	Which country is the most popular destination for students from Sri Lanka studying abroad?
en-LK_254	How many people work in a typical family in Sri Lanka? (Provide Arabic numerals (e.g., 1) only.)
en-LK_255	In Sri Lanka, who takes care of kids when both parents are working?
en-LK_256	What is the preferred alcoholic beverage for men from Sri Lanka?
en-LK_257	What is the preferred alcoholic beverage for women from Sri Lanka?
en-LK_258	How many people on average typically attend a wedding in Sri Lanka? (Provide Arabic numerals (e.g., 1) only.)
en-LK_259	What kind of meat do people usually eat when they have a barbecue in Sri Lanka?
en-LK_260	When do people usually have breakfast in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_261	What kinds of food do people usually eat for late-night snacks in Sri Lanka?
en-LK_262	What is the most famous spicy dish in Sri Lanka?
en-LK_263	What food items do people typically pair with hard liquor in Sri Lanka?
en-LK_264	What essential seasoning is indispensable in cooking in Sri Lanka?
en-LK_265	What food do people typically consume when the weather is cold in Sri Lanka?
en-LK_266	What is the most famous alcohol brand in Sri Lanka?
en-LK_267	What foods do people usually eat when they are sick in Sri Lanka?
en-LK_268	What prepared/ready-to-eat food do people typically buy at supermarkets in Sri Lanka?
en-LK_269	What is the most famous sports-related movie in Sri Lanka?
en-LK_270	What extreme sport do people generally wish to try the most in Sri Lanka?
en-LK_271	Which track and field event is the most popular to watch during competitions in Sri Lanka?
en-LK_272	Which gymnastics event is the most popular to watch during competitions in Sri Lanka?
en-LK_273	Who is the most famous table tennis player in Sri Lanka?
en-LK_274	In the Winter Olympics, which event is the most popular to watch in Sri Lanka?
en-LK_275	Who is the most famous boxer in Sri Lanka?
en-LK_276	Who is the most famous track and field athlete in Sri Lanka?
en-LK_277	What job do parents most hope their children will pursue in Sri Lanka?
en-LK_278	What office software do people typically use in the workplace in Sri Lanka?
en-LK_279	Which cities or regions are known for their import and export activities in Sri Lanka?
en-LK_280	What platform is commonly used in the e-commerce industry in Sri Lanka?
en-LK_281	How long is the typical probation period for new employees before signing a formal contract in Sri Lanka? (e.g., 1 month).
en-LK_282	In which industries do young people typically choose to start businesses in Sri Lanka?
en-LK_283	What is the most common way for family members to communicate remotely in Sri Lanka?
en-LK_284	What form of accommodation is typically booked for family trips in Sri Lanka?
en-LK_285	Which fruit is usually prepared most often for family dinners in Sri Lanka?
en-LK_286	How many hours of classes do university students typically have per week in Sri Lanka? (Provide Arabic numerals (e.g., 1) only.)
en-LK_287	What is the typical tuition fee per semester for public secondary schools in Sri Lanka? (Provide Arabic numerals (e.g., 1) only.)
en-LK_288	What compulsory courses do university students have in common in Sri Lanka?
en-LK_289	What is the average class size in secondary schools in Sri Lanka? (Provide Arabic numerals (e.g., 1) only.)
en-LK_290	Which major is considered most conducive to employment in Sri Lanka?
en-LK_291	What type of clubs are most popular among university students in Sri Lanka?
en-LK_292	What types of accommodation do university students in Sri Lanka typically live in?
en-LK_293	How long is each class period for secondary school students in Sri Lanka (minutes)? (Provide Arabic numerals (e.g., 1) only.)
en-LK_294	What leisure activities do retired women typically like in Sri Lanka?
en-LK_295	What leisure activities do retired men typically like in Sri Lanka?
en-LK_296	During which holidays do people typically visit religious sites (temples, churches, etc.) in Sri Lanka?
en-LK_297	What are the typical housewarming gifts in Sri Lanka?
en-LK_298	At what time do weddings typically start in Sri Lanka? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-LK_299	Which city in Sri Lanka hosts festivals the most?
en-LK_300	What colour of clothing do people typically wear when attending weddings in Sri Lanka?
en-LK_301	What colour of clothing do people typically wear when attending funerals in Sri Lanka?
en-LK_302	Which snack is eaten in the cinema in Sri Lanka?
en-LK_303	What is the most popular chip/crisp flavour in Sri Lanka?
en-LK_304	Who is a popular celebrity chef in Sri Lanka?
en-LK_305	Which food is a cost-effective and quick meal option in Sri Lanka?
en-LK_306	What are the most popular cooking shows in Sri Lanka?
en-LK_307	What is the most popular chocolate brand in Sri Lanka?
en-LK_308	What is the most eaten cheese in Sri Lanka?
en-LK_309	What is the most disliked vegetable in Sri Lanka?
en-LK_310	What food is most commonly found in food courts in Sri Lanka?
en-LK_311	What are the most common cheering tools used by sports fans in Sri Lanka?
en-LK_312	What do fans bring with them when attending a live game in Sri Lanka?
en-LK_313	What is the most well known sporting stadium in Sri Lanka?
en-LK_314	Who is the most famous Paralympian in Sri Lanka?
en-LK_315	What is the most recognized sporting chant in Sri Lanka?
en-LK_316	Which industries are known for more flexible working hours in Sri Lanka?
en-LK_317	Who is the most well known and successful entrepreneur in Sri Lanka?
en-LK_318	What can typically be found in the back garden of houses in Sri Lanka?
en-LK_319	What is the name of the most famous family in Sri Lanka?
en-LK_320	What is the most common family name in Sri Lanka?
en-LK_321	Which religion is most commonly practiced by families in Sri Lanka?
en-LK_322	What is the most popular foreign language spoken by families in Sri Lanka?
en-LK_323	Which country is the most popular destination for families from Sri Lanka to emigrate to?
en-LK_324	What repercussions are there for bad behavior in schools in Sri Lanka?
en-LK_325	Which writers are commonly studied in literature class in Sri Lanka?
en-LK_326	How many school breaks are there in a year for high schools in Sri Lanka? (Provide Arabic numerals (e.g., 1) only.)
en-LK_327	Which online resource do students usually use to study in Sri Lanka?
