id	lang_region	question_en	answer_en
en-IR_021	en-IR	When is New Year's Day celebrated in Iran?	Monday
en-IR_022	en-IR	What time do shops in Iran usually open in the morning?	6
en-IR_023	en-IR	How many hours long is a typical workday in Iran?	eight
en-IR_024	en-IR	When is summer vacation for schools in Iran?	session
en-IR_025	en-IR	What is a major cultural festival in Iran?	on
en-IR_026	en-IR	What do people in cities in Iran most commonly commute to work by?	car
en-IR_027	en-IR	Which side of the road do people drive on in Iran?	same
en-IR_028	en-IR	How do people usually get from the airport to the city center in Iran?	taxi
en-IR_029	en-IR	What is the main type of public transit in big cities in Iran?	bus
en-IR_030	en-IR	At what age do children in Iran start primary school?	6
en-IR_031	en-IR	What is the typical retirement age in Iran?	65
en-IR_032	en-IR	What do students in public schools in Iran wear as uniforms?	jeans
en-IR_033	en-IR	What is the typical summer weather like in Iran?	warm
en-IR_034	en-IR	When is the rainy season in Iran?	here
en-IR_035	en-IR	What is the climate in Iran generally like?	mild
en-IR_036	en-IR	What is the best time of year to visit Iran?	spring
en-IR_037	en-IR	Where are most cities in Iran located?	in
en-IR_038	en-IR	Where do people in Iran usually buy groceries?	home
en-IR_039	en-IR	What is the standard voltage for electrical outlets in Iran?	220
en-IR_040	en-IR	What are public restrooms in Iran usually like?	free
en-IR_041	en-IR	What do people in Iran commonly pay with?	cash
en-IR_042	en-IR	What is the legal drinking age in Iran?	18
en-IR_043	en-IR	How do people in Iran usually greet each other?	name
en-IR_044	en-IR	What is it polite to do before entering a home in Iran?	ask
en-IR_045	en-IR	What is the most popular mobile phone brand in Iran?	Samsung
en-IR_046	en-IR	What is the most commonly used messaging app in Iran?	WhatsApp
en-IR_047	en-IR	What is the most popular search engine in Iran?	Google
en-KP_001	en-KP	What is the emergency telephone number for police in North Korea?	101
en-KP_002	en-KP	What number should I call for an ambulance in North Korea?	101
en-KP_003	en-KP	What is the general emergency number in North Korea?	101
en-KP_004	en-KP	What is the fire department emergency number in North Korea?	101
en-KP_006	en-KP	What is the official currency used in North Korea?	won
en-KP_007	en-KP	What do people in North Korea mostly use for payments?	smartphones
en-KP_008	en-KP	What is the typical tipping percentage in restaurants in North Korea?	50%
en-KP_009	en-KP	Are prices in North Korea usually displayed including or excluding tax?	before
en-KP_010	en-KP	What is the name of the central bank in North Korea?	now
en-KP_011	en-KP	What is a common breakfast dish in North Korea?	rice
en-KP_012	en-KP	What do people in North Korea usually eat for lunch?	chicken
en-KP_013	en-KP	What time do people in North Korea generally have dinner?	home
en-KP_015	en-KP	What is the most popular non-alcoholic drink in North Korea?	water
en-KP_017	en-KP	What are meals in North Korea typically served with?	rice
en-KP_019	en-KP	What do people in North Korea eat with?	food
en-KP_020	en-KP	What is the main national holiday in North Korea?	Sunday
en-KP_021	en-KP	When is New Year's Day celebrated in North Korea?	Monday
en-KP_022	en-KP	What time do shops in North Korea usually open in the morning?	6
en-KP_023	en-KP	How many hours long is a typical workday in North Korea?	eight
en-KP_024	en-KP	When is summer vacation for schools in North Korea?	session
en-KP_025	en-KP	What is a major cultural festival in North Korea?	on
en-KP_026	en-KP	What do people in cities in North Korea most commonly commute to work by?	car
en-KP_027	en-KP	Which side of the road do people drive on in North Korea?	same
en-KP_028	en-KP	How do people usually get from the airport to the city center in North Korea?	train
en-KP_029	en-KP	What is the main type of public transit in big cities in North Korea?	bus
en-KP_030	en-KP	At what age do children in North Korea start primary school?	12
en-KP_031	en-KP	What is the typical retirement age in North Korea?	65
en-KP_032	en-KP	What do students in public schools in North Korea wear as uniforms?	jeans
en-KP_033	en-KP	What is the typical summer weather like in North Korea?	warm
en-KP_034	en-KP	When is the rainy season in North Korea?	over
en-KP_035	en-KP	What is the climate in North Korea generally like?	warm
en-KP_036	en-KP	What is the best time of year to visit North Korea?	now
en-KP_037	en-KP	Where are most cities in North Korea located?	in
en-KP_038	en-KP	Where do people in North Korea usually buy groceries?	home
en-KP_039	en-KP	What is the standard voltage for electrical outlets in North Korea?	220
en-KP_040	en-KP	What are public restrooms in North Korea usually like?	empty
en-KP_041	en-KP	What do people in North Korea commonly pay with?	cash
en-KP_042	en-KP	What is the legal drinking age in North Korea?	18
en-KP_043	en-KP	How do people in North Korea usually greet each other?	name
en-KP_044	en-KP	What is it polite to do before entering a home in North Korea?	ask
en-KP_045	en-KP	What is the most popular mobile phone brand in North Korea?	Samsung
en-KP_046	en-KP	What is the most commonly used messaging app in North Korea?	WhatsApp
en-KP_047	en-KP	What is the most popular search engine in North Korea?	Google
en-KR_001	en-KR	What is the emergency telephone number for police in South Korea?	101
en-KR_002	en-KR	What number should I call for an ambulance in South Korea?	999
en-KR_003	en-KR	What is the general emergency number in South Korea?	101
en-KR_004	en-KR	What is the fire department emergency number in South Korea?	101
en-KR_006	en-KR	What is the official currency used in South Korea?	won
en-KR_007	en-KR	What do people in South Korea mostly use for payments?	smartphones
en-KR_008	en-KR	What is the typical tipping percentage in restaurants in South Korea?	50%
en-KR_009	en-KR	Are prices in South Korea usually displayed including or excluding tax?	before
en-KR_010	en-KR	What is the name of the central bank in South Korea?	Seoul
en-KR_011	en-KR	What is a common breakfast dish in South Korea?	rice
en-KR_012	en-KR	What do people in South Korea usually eat for lunch?	chicken
en-KR_013	en-KR	What time do people in South Korea generally have dinner?	home
en-KR_015	en-KR	What is the most popular non-alcoholic drink in South Korea?	water
en-KR_017	en-KR	What are meals in South Korea typically served with?	rice
en-KR_019	en-KR	What do people in South Korea eat with?	love
en-KR_020	en-KR	What is the main national holiday in South Korea?	Sunday
en-KR_021	en-KR	When is New Year's Day celebrated in South Korea?	Monday
en-KR_022	en-KR	What time do shops in South Korea usually open in the morning?	6
en-KR_023	en-KR	How many hours long is a typical workday in South Korea?	eight
en-KR_024	en-KR	When is summer vacation for schools in South Korea?	session
en-KR_025	en-KR	What is a major cultural festival in South Korea?	on
en-KR_026	en-KR	What do people in cities in South Korea most commonly commute to work by?	car
en-KR_027	en-KR	Which side of the road do people drive on in South Korea?	same
en-KR_028	en-KR	How do people usually get from the airport to the city center in South Korea?	train
en-KR_029	en-KR	What is the main type of public transit in big cities in South Korea?	bus
en-KR_030	en-KR	At what age do children in South Korea start primary school?	6
en-KR_031	en-KR	What is the typical retirement age in South Korea?	65
en-KR_032	en-KR	What do students in public schools in South Korea wear as uniforms?	jeans
en-KR_033	en-KR	What is the typical summer weather like in South Korea?	warm
en-KR_034	en-KR	When is the rainy season in South Korea?	here
en-KR_035	en-KR	What is the climate in South Korea generally like?	warm
en-KR_036	en-KR	What is the best time of year to visit South Korea?	August
en-KR_037	en-KR	Where are most cities in South Korea located?	in
en-KR_038	en-KR	Where do people in South Korea usually buy groceries?	home
en-KR_039	en-KR	What is the standard voltage for electrical outlets in South Korea?	220
en-KR_040	en-KR	What are public restrooms in South Korea usually like?	free
en-KR_041	en-KR	What do people in South Korea commonly pay with?	cash
en-KR_042	en-KR	What is the legal drinking age in South Korea?	18
en-KR_043	en-KR	How do people in South Korea usually greet each other?	name
en-KR_044	en-KR	What is it polite to do before entering a home in South Korea?	ask
en-KR_045	en-KR	What is the most popular mobile phone brand in South Korea?	Samsung
en-KR_046	en-KR	What is the most commonly used messaging app in South Korea?	WhatsApp
en-KR_047	en-KR	What is the most popular search engine in South Korea?	Google
en-GR_001	en-GR	What is the emergency telephone number for police in Greece?	112
en-GR_002	en-GR	What number should I call for an ambulance in Greece?	112
en-GR_003	en-GR	What is the general emergency number in Greece?	112
en-GR_004	en-GR	What is the fire department emergency number in Greece?	112
en-GR_006	en-GR	What is the official currency used in Greece?	Euro
en-GR_007	en-GR	What do people in Greece mostly use for payments?	cash
en-GR_008	en-GR	What is the typical tipping percentage in restaurants in Greece?	10%
en-GR_009	en-GR	Are prices in Greece usually displayed including or excluding tax?	before
en-GR_012	en-GR	What do people in Greece usually eat for lunch?	pizza
en-GR_013	en-GR	What time do people in Greece generally have dinner?	home
en-GR_015	en-GR	What is the most popular non-alcoholic drink in Greece?	beer
en-GR_017	en-GR	What are meals in Greece typically served with?	rice
en-GR_019	en-GR	What do people in Greece eat with?	love
en-GR_020	en-GR	What is the main national holiday in Greece?	Sunday
en-GR_021	en-GR	When is New Year's Day celebrated in Greece?	Sunday
en-GR_022	en-GR	What time do shops in Greece usually open in the morning?	6
en-GR_023	en-GR	How many hours long is a typical workday in Greece?	8
en-GR_024	en-GR	When is summer vacation for schools in Greece?	session
en-GR_025	en-GR	What is a major cultural festival in Greece?	here
en-GR_026	en-GR	What do people in cities in Greece most commonly commute to work by?	car
en-GR_027	en-GR	Which side of the road do people drive on in Greece?	same
en-GR_028	en-GR	How do people usually get from the airport to the city center in Greece?	bus
en-GR_029	en-GR	What is the main type of public transit in big cities in Greece?	bus
en-GR_030	en-GR	At what age do children in Greece start primary school?	6
en-GR_031	en-GR	What is the typical retirement age in Greece?	65
en-GR_032	en-GR	What do students in public schools in Greece wear as uniforms?	shoes
en-GR_033	en-GR	What is the typical summer weather like in Greece?	warm
en-GR_034	en-GR	When is the rainy season in Greece?	here
en-GR_035	en-GR	What is the climate in Greece generally like?	mild
en-GR_036	en-GR	What is the best time of year to visit Greece?	summer
en-GR_037	en-GR	Where are most cities in Greece located?	in
en-GR_038	en-GR	Where do people in Greece usually buy groceries?	home
en-GR_039	en-GR	What is the standard voltage for electrical outlets in Greece?	220
en-GR_040	en-GR	What are public restrooms in Greece usually like?	free
en-GR_041	en-GR	What do people in Greece commonly pay with?	cash
en-GR_042	en-GR	What is the legal drinking age in Greece?	18
en-GR_043	en-GR	How do people in Greece usually greet each other?	name
en-GR_044	en-GR	What is it polite to do before entering a home in Greece?	ask
en-GR_045	en-GR	What is the most popular mobile phone brand in Greece?	Samsung
en-GR_046	en-GR	What is the most commonly used messaging app in Greece?	WhatsApp
en-GR_047	en-GR	What is the most popular search engine in Greece?	Google
en-MX_001	en-MX	What is the emergency telephone number for police in Mexico?	911
en-MX_002	en-MX	What number should I call for an ambulance in Mexico?	911
en-MX_003	en-MX	What is the general emergency number in Mexico?	911
en-MX_004	en-MX	What is the fire department emergency number in Mexico?	911
en-MX_006	en-MX	What is the official currency used in Mexico?	peso
en-MX_007	en-MX	What do people in Mexico mostly use for payments?	cash
en-MX_008	en-MX	What is the typical tipping percentage in restaurants in Mexico?	10%
en-MX_009	en-MX	Are prices in Mexico usually displayed including or excluding tax?	before
en-MX_012	en-MX	What do people in Mexico usually eat for lunch?	chicken
en-MX_013	en-MX	What time do people in Mexico generally have dinner?	home
en-MX_014	en-MX	What is a traditional national dish in Mexico?	Mexican
en-MX_015	en-MX	What is the most popular non-alcoholic drink in Mexico?	beer
en-MX_017	en-MX	What are meals in Mexico typically served with?	rice
en-MX_019	en-MX	What do people in Mexico eat with?	love
en-MX_020	en-MX	What is the main national holiday in Mexico?	Thanksgiving
en-MX_021	en-MX	When is New Year's Day celebrated in Mexico?	Monday
en-MX_022	en-MX	What time do shops in Mexico usually open in the morning?	6
en-MX_023	en-MX	How many hours long is a typical workday in Mexico?	8
en-MX_024	en-MX	When is summer vacation for schools in Mexico?	session
en-MX_025	en-MX	What is a major cultural festival in Mexico?	here
en-MX_026	en-MX	What do people in cities in Mexico most commonly commute to work by?	car
en-MX_027	en-MX	Which side of the road do people drive on in Mexico?	same
en-MX_028	en-MX	How do people usually get from the airport to the city center in Mexico?	bus
en-MX_029	en-MX	What is the main type of public transit in big cities in Mexico?	bus
en-MX_030	en-MX	At what age do children in Mexico start primary school?	6
en-MX_031	en-MX	What is the typical retirement age in Mexico?	65
en-MX_032	en-MX	What do students in public schools in Mexico wear as uniforms?	jeans
en-MX_033	en-MX	What is the typical summer weather like in Mexico?	warm
en-MX_034	en-MX	When is the rainy season in Mexico?	here
en-MX_035	en-MX	What is the climate in Mexico generally like?	warm
en-MX_036	en-MX	What is the best time of year to visit Mexico?	summer
en-MX_037	en-MX	Where are most cities in Mexico located?	in
en-MX_038	en-MX	Where do people in Mexico usually buy groceries?	home
en-MX_039	en-MX	What is the standard voltage for electrical outlets in Mexico?	220
en-MX_040	en-MX	What are public restrooms in Mexico usually like?	free
en-MX_041	en-MX	What do people in Mexico commonly pay with?	cash
en-MX_042	en-MX	What is the legal drinking age in Mexico?	18
en-MX_043	en-MX	How do people in Mexico usually greet each other?	name
en-MX_044	en-MX	What is it polite to do before entering a home in Mexico?	ask
en-MX_045	en-MX	What is the most popular mobile phone brand in Mexico?	Motorola
en-MX_046	en-MX	What is the most commonly used messaging app in Mexico?	WhatsApp
en-MX_047	en-MX	What is the most popular search engine in Mexico?	Google
en-ES_001	en-ES	What is the emergency telephone number for police in Spain?	112
en-ES_002	en-ES	What number should I call for an ambulance in Spain?	112
en-ES_003	en-ES	What is the general emergency number in Spain?	112
en-ES_004	en-ES	What is the fire department emergency number in Spain?	112
en-ES_006	en-ES	What is the official currency used in Spain?	Euro
en-ES_007	en-ES	What do people in Spain mostly use for payments?	euros
en-ES_008	en-ES	What is the typical tipping percentage in restaurants in Spain?	20%
en-ES_009	en-ES	Are prices in Spain usually displayed including or excluding tax?	before
en-ES_010	en-ES	What is the name of the central bank in Spain?	Santander
en-ES_011	en-ES	What is a common breakfast dish in Spain?	bread
en-ES_012	en-ES	What do people in Spain usually eat for lunch?	out
en-ES_013	en-ES	What time do people in Spain generally have dinner?	home
en-ES_015	en-ES	What is the most popular non-alcoholic drink in Spain?	beer
en-ES_017	en-ES	What are meals in Spain typically served with?	wine
en-ES_019	en-ES	What do people in Spain eat with?	love
en-ES_020	en-ES	What is the main national holiday in Spain?	Sunday
en-ES_021	en-ES	When is New Year's Day celebrated in Spain?	Monday
en-ES_022	en-ES	What time do shops in Spain usually open in the morning?	6
en-ES_023	en-ES	How many hours long is a typical workday in Spain?	8
en-ES_024	en-ES	When is summer vacation for schools in Spain?	session
en-ES_025	en-ES	What is a major cultural festival in Spain?	on
en-ES_026	en-ES	What do people in cities in Spain most commonly commute to work by?	car
en-ES_027	en-ES	Which side of the road do people drive on in Spain?	same
en-ES_028	en-ES	How do people usually get from the airport to the city center in Spain?	bus
en-ES_029	en-ES	What is the main type of public transit in big cities in Spain?	bus
en-ES_030	en-ES	At what age do children in Spain start primary school?	6
en-ES_031	en-ES	What is the typical retirement age in Spain?	65
en-ES_032	en-ES	What do students in public schools in Spain wear as uniforms?	shoes
en-ES_033	en-ES	What is the typical summer weather like in Spain?	warm
en-ES_034	en-ES	When is the rainy season in Spain?	here
en-ES_035	en-ES	What is the climate in Spain generally like?	mild
en-ES_036	en-ES	What is the best time of year to visit Spain?	summer
en-ES_037	en-ES	Where are most cities in Spain located?	in
en-ES_038	en-ES	Where do people in Spain usually buy groceries?	home
en-ES_039	en-ES	What is the standard voltage for electrical outlets in Spain?	220
en-ES_040	en-ES	What are public restrooms in Spain usually like?	free
en-ES_041	en-ES	What do people in Spain commonly pay with?	cash
en-ES_042	en-ES	What is the legal drinking age in Spain?	18
en-ES_043	en-ES	How do people in Spain usually greet each other?	name
en-ES_044	en-ES	What is it polite to do before entering a home in Spain?	ask
en-ES_045	en-ES	What is the most popular mobile phone brand in Spain?	Samsung
en-ES_046	en-ES	What is the most commonly used messaging app in Spain?	WhatsApp
en-ES_047	en-ES	What is the most popular search engine in Spain?	Google
en-EC_001	en-EC	What is the emergency telephone number for police in Ecuador?	112
en-EC_002	en-EC	What number should I call for an ambulance in Ecuador?	112
en-EC_003	en-EC	What is the general emergency number in Ecuador?	112
en-EC_004	en-EC	What is the fire department emergency number in Ecuador?	112
en-EC_006	en-EC	What is the official currency used in Ecuador?	peso
en-EC_007	en-EC	What do people in Ecuador mostly use for payments?	cash
en-EC_008	en-EC	What is the typical tipping percentage in restaurants in Ecuador?	50%
en-EC_009	en-EC	Are prices in Ecuador usually displayed including or excluding tax?	before
en-EC_011	en-EC	What is a common breakfast dish in Ecuador?	coffee
en-EC_012	en-EC	What do people in Ecuador usually eat for lunch?	chicken
en-EC_013	en-EC	What time do people in Ecuador generally have dinner?	home
en-EC_015	en-EC	What is the most popular non-alcoholic drink in Ecuador?	coffee
en-EC_017	en-EC	What are meals in Ecuador typically served with?	rice
en-EC_019	en-EC	What do people in Ecuador eat with?	hands
en-EC_020	en-EC	What is the main national holiday in Ecuador?	Sunday
en-EC_021	en-EC	When is New Year's Day celebrated in Ecuador?	Monday
en-EC_022	en-EC	What time do shops in Ecuador usually open in the morning?	6
en-EC_023	en-EC	How many hours long is a typical workday in Ecuador?	eight
en-EC_024	en-EC	When is summer vacation for schools in Ecuador?	session
en-EC_025	en-EC	What is a major cultural festival in Ecuador?	on
en-EC_026	en-EC	What do people in cities in Ecuador most commonly commute to work by?	car
en-EC_027	en-EC	Which side of the road do people drive on in Ecuador?	same
en-EC_028	en-EC	How do people usually get from the airport to the city center in Ecuador?	bus
en-EC_029	en-EC	What is the main type of public transit in big cities in Ecuador?	bus
en-EC_030	en-EC	At what age do children in Ecuador start primary school?	6
en-EC_031	en-EC	What is the typical retirement age in Ecuador?	65
en-EC_032	en-EC	What do students in public schools in Ecuador wear as uniforms?	jeans
en-EC_033	en-EC	What is the typical summer weather like in Ecuador?	warm
en-EC_034	en-EC	When is the rainy season in Ecuador?	here
en-EC_035	en-EC	What is the climate in Ecuador generally like?	mild
en-EC_036	en-EC	What is the best time of year to visit Ecuador?	August
en-EC_037	en-EC	Where are most cities in Ecuador located?	in
en-EC_038	en-EC	Where do people in Ecuador usually buy groceries?	home
en-EC_039	en-EC	What is the standard voltage for electrical outlets in Ecuador?	220
en-EC_040	en-EC	What are public restrooms in Ecuador usually like?	free
en-EC_041	en-EC	What do people in Ecuador commonly pay with?	cash
en-EC_042	en-EC	What is the legal drinking age in Ecuador?	18
en-EC_043	en-EC	How do people in Ecuador usually greet each other?	name
en-EC_044	en-EC	What is it polite to do before entering a home in Ecuador?	ask
en-EC_045	en-EC	What is the most popular mobile phone brand in Ecuador?	Motorola
en-EC_046	en-EC	What is the most commonly used messaging app in Ecuador?	WhatsApp
en-EC_047	en-EC	What is the most popular search engine in Ecuador?	Google
en-PH_001	en-PH	What is the emergency telephone number for police in Philippines?	112
en-PH_002	en-PH	What number should I call for an ambulance in Philippines?	112
en-PH_003	en-PH	What is the general emergency number in Philippines?	112
en-PH_004	en-PH	What is the fire department emergency number in Philippines?	112
en-PH_006	en-PH	What is the official currency used in Philippines?	peso
en-PH_007	en-PH	What do people in Philippines mostly use for payments?	cash
en-PH_008	en-PH	What is the typical tipping percentage in restaurants in Philippines?	10%
en-PH_009	en-PH	Are prices in Philippines usually displayed including or excluding tax?	before
en-PH_011	en-PH	What is a common breakfast dish in Philippines?	rice
en-PH_012	en-PH	What do people in Philippines usually eat for lunch?	chicken
en-PH_013	en-PH	What time do people in Philippines generally have dinner?	home
en-PH_015	en-PH	What is the most popular non-alcoholic drink in Philippines?	beer
en-PH_017	en-PH	What are meals in Philippines typically served with?	rice
en-PH_019	en-PH	What do people in Philippines eat with?	love
en-PH_020	en-PH	What is the main national holiday in Philippines?	Sunday
en-PH_021	en-PH	When is New Year's Day celebrated in Philippines?	Monday
en-PH_022	en-PH	What time do shops in Philippines usually open in the morning?	6
en-PH_023	en-PH	How many hours long is a typical workday in Philippines?	eight
en-PH_024	en-PH	When is summer vacation for schools in Philippines?	session
en-PH_025	en-PH	What is a major cultural festival in Philippines?	on
en-PH_026	en-PH	What do people in cities in Philippines most commonly commute to work by?	car
en-PH_027	en-PH	Which side of the road do people drive on in Philippines?	same
en-PH_028	en-PH	How do people usually get from the airport to the city center in Philippines?	bus
en-PH_029	en-PH	What is the main type of public transit in big cities in Philippines?	bus
en-PH_030	en-PH	At what age do children in Philippines start primary school?	6
en-PH_031	en-PH	What is the typical retirement age in Philippines?	65
en-PH_033	en-PH	What is the typical summer weather like in Philippines?	warm
en-PH_034	en-PH	When is the rainy season in Philippines?	here
en-PH_035	en-PH	What is the climate in Philippines generally like?	warm
en-PH_036	en-PH	What is the best time of year to visit Philippines?	August
en-PH_037	en-PH	Where are most cities in Philippines located?	in
en-PH_038	en-PH	Where do people in Philippines usually buy groceries?	home
en-PH_039	en-PH	What is the standard voltage for electrical outlets in Philippines?	220
en-PH_040	en-PH	What are public restrooms in Philippines usually like?	free
en-PH_041	en-PH	What do people in Philippines commonly pay with?	cash
en-PH_042	en-PH	What is the legal drinking age in Philippines?	18
en-PH_043	en-PH	How do people in Philippines usually greet each other?	name
en-PH_044	en-PH	What is it polite to do before entering a home in Philippines?	ask
en-PH_045	en-PH	What is the most popular mobile phone brand in Philippines?	Samsung
en-PH_046	en-PH	What is the most commonly used messaging app in Philippines?	WhatsApp
en-PH_047	en-PH	What is the most popular search engine in Philippines?	Google
en-LK_001	en-LK	What is the emergency telephone number for police in Sri Lanka?	112
en-LK_002	en-LK	What number should I call for an ambulance in Sri Lanka?	112
en-LK_003	en-LK	What is the general emergency number in Sri Lanka?	112
en-LK_004	en-LK	What is the fire department emergency number in Sri Lanka?	112
en-LK_006	en-LK	What is the official currency used in Sri Lanka?	Rs
en-LK_007	en-LK	What do people in Sri Lanka mostly use for payments?	cash
en-LK_008	en-LK	What is the typical tipping percentage in restaurants in Sri Lanka?	10%
en-LK_009	en-LK	Are prices in Sri Lanka usually displayed including or excluding tax?	before
en-LK_010	en-LK	What is the name of the central bank in Sri Lanka?	Bank
en-LK_011	en-LK	What is a common breakfast dish in Sri Lanka?	bread
en-LK_012	en-LK	What do people in Sri Lanka usually eat for lunch?	fish
en-LK_013	en-LK	What time do people in Sri Lanka generally have dinner?	home
en-LK_014	en-LK	What is a traditional national dish in Sri Lanka?	curry
en-LK_015	en-LK	What is the most popular non-alcoholic drink in Sri Lanka?	tea
en-LK_017	en-LK	What are meals in Sri Lanka typically served with?	rice
en-LK_019	en-LK	What do people in Sri Lanka eat with?	love
en-LK_020	en-LK	What is the main national holiday in Sri Lanka?	Sunday
en-LK_021	en-LK	When is New Year's Day celebrated in Sri Lanka?	Monday
en-LK_022	en-LK	What time do shops in Sri Lanka usually open in the morning?	7
en-LK_023	en-LK	How many hours long is a typical workday in Sri Lanka?	eight
en-LK_024	en-LK	When is summer vacation for schools in Sri Lanka?	session
en-LK_025	en-LK	What is a major cultural festival in Sri Lanka?	happening
en-LK_026	en-LK	What do people in cities in Sri Lanka most commonly commute to work by?	car
en-LK_027	en-LK	Which side of the road do people drive on in Sri Lanka?	same
en-LK_028	en-LK	How do people usually get from the airport to the city center in Sri Lanka?	bus
en-LK_029	en-LK	What is the main type of public transit in big cities in Sri Lanka?	bus
en-LK_030	en-LK	At what age do children in Sri Lanka start primary school?	6
en-LK_031	en-LK	What is the typical retirement age in Sri Lanka?	65
en-LK_033	en-LK	What is the typical summer weather like in Sri Lanka?	warm
en-LK_034	en-LK	When is the rainy season in Sri Lanka?	here
en-LK_035	en-LK	What is the climate in Sri Lanka generally like?	mild
en-LK_036	en-LK	What is the best time of year to visit Sri Lanka?	spring
en-LK_037	en-LK	Where are most cities in Sri Lanka located?	in
en-LK_038	en-LK	Where do people in Sri Lanka usually buy groceries?	market
en-LK_039	en-LK	What is the standard voltage for electrical outlets in Sri Lanka?	220
en-LK_040	en-LK	What are public restrooms in Sri Lanka usually like?	free
en-LK_041	en-LK	What do people in Sri Lanka commonly pay with?	cash
en-LK_042	en-LK	What is the legal drinking age in Sri Lanka?	18
en-LK_043	en-LK	How do people in Sri Lanka usually greet each other?	name
en-LK_044	en-LK	What is it polite to do before entering a home in Sri Lanka?	ask
en-LK_045	en-LK	What is the most popular mobile phone brand in Sri Lanka?	Samsung
en-LK_046	en-LK	What is the most commonly used messaging app in Sri Lanka?	WhatsApp
en-LK_047	en-LK	What is the most popular search engine in Sri Lanka?	Google
en-SG_001	en-SG	What is the emergency telephone number for police in Singapore?	101
en-SG_002	en-SG	What number should I call for an ambulance in Singapore?	999
en-SG_003	en-SG	What is the general emergency number in Singapore?	999
en-SG_004	en-SG	What is the fire department emergency number in Singapore?	999
en-SG_006	en-SG	What is the official currency used in Singapore?	USD
en-SG_007	en-SG	What do people in Singapore mostly use for payments?	cash
en-SG_008	en-SG	What is the typical tipping percentage in restaurants in Singapore?	10%
en-SG_009	en-SG	Are prices in Singapore usually displayed including or excluding tax?	before
en-SG_010	en-SG	What is the name of the central bank in Singapore?	Bank
en-SG_011	en-SG	What is a common breakfast dish in Singapore?	coffee
en-SG_012	en-SG	What do people in Singapore usually eat for lunch?	out
en-SG_013	en-SG	What time do people in Singapore generally have dinner?	home
en-SG_015	en-SG	What is the most popular non-alcoholic drink in Singapore?	beer
en-SG_017	en-SG	What are meals in Singapore typically served with?	rice
en-SG_019	en-SG	What do people in Singapore eat with?	love
en-SG_020	en-SG	What is the main national holiday in Singapore?	Sunday
en-SG_021	en-SG	When is New Year's Day celebrated in Singapore?	Sunday
en-SG_022	en-SG	What time do shops in Singapore usually open in the morning?	6
en-SG_023	en-SG	How many hours long is a typical workday in Singapore?	eight
en-SG_024	en-SG	When is summer vacation for schools in Singapore?	session
en-SG_025	en-SG	What is a major cultural festival in Singapore?	on
en-SG_026	en-SG	What do people in cities in Singapore most commonly commute to work by?	car
en-SG_027	en-SG	Which side of the road do people drive on in Singapore?	same
en-SG_028	en-SG	How do people usually get from the airport to the city center in Singapore?	bus
en-SG_029	en-SG	What is the main type of public transit in big cities in Singapore?	bus
en-SG_030	en-SG	At what age do children in Singapore start primary school?	6
en-SG_031	en-SG	What is the typical retirement age in Singapore?	65
en-SG_033	en-SG	What is the typical summer weather like in Singapore?	warm
en-SG_034	en-SG	When is the rainy season in Singapore?	here
en-SG_035	en-SG	What is the climate in Singapore generally like?	mild
en-SG_036	en-SG	What is the best time of year to visit Singapore?	August
en-SG_037	en-SG	Where are most cities in Singapore located?	in
en-SG_038	en-SG	Where do people in Singapore usually buy groceries?	home
en-SG_039	en-SG	What is the standard voltage for electrical outlets in Singapore?	220
en-SG_040	en-SG	What are public restrooms in Singapore usually like?	free
en-SG_041	en-SG	What do people in Singapore commonly pay with?	cash
en-SG_042	en-SG	What is the legal drinking age in Singapore?	18
en-SG_043	en-SG	How do people in Singapore usually greet each other?	name
en-SG_044	en-SG	What is it polite to do before entering a home in Singapore?	ask
en-SG_045	en-SG	What is the most popular mobile phone brand in Singapore?	Samsung
en-SG_046	en-SG	What is the most commonly used messaging app in Singapore?	WhatsApp
en-SG_047	en-SG	What is the most popular search engine in Singapore?	Google
en-BG_001	en-BG	What is the emergency telephone number for police in Bulgaria?	112
en-BG_002	en-BG	What number should I call for an ambulance in Bulgaria?	112
en-BG_003	en-BG	What is the general emergency number in Bulgaria?	112
en-BG_004	en-BG	What is the fire department emergency number in Bulgaria?	112
en-BG_006	en-BG	What is the official currency used in Bulgaria?	Euro
en-BG_007	en-BG	What do people in Bulgaria mostly use for payments?	euro
en-BG_008	en-BG	What is the typical tipping percentage in restaurants in Bulgaria?	50%
en-BG_009	en-BG	Are prices in Bulgaria usually displayed including or excluding tax?	before
en-BG_012	en-BG	What do people in Bulgaria usually eat for lunch?	out
en-BG_013	en-BG	What time do people in Bulgaria generally have dinner?	home
en-BG_015	en-BG	What is the most popular non-alcoholic drink in Bulgaria?	beer
en-BG_017	en-BG	What are meals in Bulgaria typically served with?	rice
en-BG_019	en-BG	What do people in Bulgaria eat with?	love
en-BG_020	en-BG	What is the main national holiday in Bulgaria?	Sunday
en-BG_021	en-BG	When is New Year's Day celebrated in Bulgaria?	Sunday
en-BG_022	en-BG	What time do shops in Bulgaria usually open in the morning?	6
en-BG_023	en-BG	How many hours long is a typical workday in Bulgaria?	8
en-BG_024	en-BG	When is summer vacation for schools in Bulgaria?	session
en-BG_025	en-BG	What is a major cultural festival in Bulgaria?	here
en-BG_026	en-BG	What do people in cities in Bulgaria most commonly commute to work by?	car
en-BG_027	en-BG	Which side of the road do people drive on in Bulgaria?	same
